JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobDesc,JobLink_norm,FieldAlias,Count
Wheaton College (IL),2011,http://www.wheaton.edu/HR/employment/openings_fac.php?id=122 | http://www.nytimes.com/2008/05/04/education/04wheaton.html?ref=us,Unknown,Restoration/18th-Century,Wiki,"Description: 17th or 18th century British literature
Link
Deadline: Nov. 12, 2010
Acknowledgment received:
Request for Additional Materials: 11/2
Rejection Letter:
MLA interview scheduled:
Campus interview scheduled:
Offer made:
Offer accepted: per Renaissance 2011: ""3/25: I heard through the grapevine that a hire has been made here.""
NOTES AND QUERIES:
Cross-posted at Renaissance 2011
NOTE: ""Wheaton College is a highly selective evangelical Protestant Christian liberal arts college whose faculty members affirm a Statement of Faith and adhere to lifestyle expectations of our Community Covenant.""
Not sure if the hire is replacing this particular English prof, but I thought this was interesting: http://www.nytimes.com/2008/05/04/education/04wheaton.html?ref=us
Thanks for posting this! I'm wondering if any prospective applicants are concerned about how one would teach some of the bawdy literature of the Restoration at an evangelical school. How would one teach Rochester? -- I'm not sure one would be allowed to teach Rochester.",http://www.wheaton.edu/HR/employment/openings_fac.php?id=122 | http://www.nytimes.com/2008/05/04/education/04wheaton.html?ref=us,British: C17-C18,130
Evergreen State College - 18th century British/Anglophone Fiction,2012,http://www.evergreen.edu/facultyhiring/jobs/britishliterature12.htm | http://chronicle.com/jobs/0000708153-01/,Unknown,Restoration/18th-Century,Wiki,"The Evergreen State College seeks applicants for a full time, regular faculty position in 18th century British/Anglophone literature with a specialization in fiction. The successful candidate must be committed to teaching literature to beginning and advanced undergraduate students in an interdisciplinary setting. The successful candidate will demonstrate both depth in the historical period and a theoretical field of specialization and enthusiasm for teaching writing and a wide range of literature written in English. Candidates must have college level teaching experience. Additionally, they must be able to speak and write effectively about their own work and that of others, and must be prepared to actively support students to develop critical thinking skills.
Evergreen organizes its curriculum through coordinated interdisciplinary studies (rather than through departments and courses). Team-taught interdisciplinary ""programs"" occupy students full time, over multiple quarters. Faculty on teaching teams enjoy a high degree of freedom to determine the subject matter, emphases, pace, classroom strategies and modes of evaluation in these programs. In some years, faculty teach students working close to their own discipline at a variety of experience levels; in other years they join faculty from diverse disciplines to develop a theme-based curriculum. In keeping with this teaching and learning model, ideal candidates for this position will demonstrate engagement with one or more disciplines outside of literature relevant to the period. For example, candidates with interests or expertise in the political philosophies of the period or contemporary conceptualizations of nature or space would be well prepared to contribute to thematic teaching teams. We encourage those who have had experience with students from underrepresented populations to apply.
In addition to teaching, faculty are expected to advise and mentor students and participate in Evergreen's system of shared governance. Through their participation in shared governance, faculty play a significant role in most aspects of how the college is run.
Minimum Qualifications: * PhD in British or Anglophone literature or related field by September 1, 2012. * Demonstrated expertise in British or Anglophone 18th century fiction. * College-level teaching experience. * Demonstrated ability to teach literature and writing at the college level. * Demonstrated potential for excellence in teaching in an interdisciplinary context.
Preferred Qualifications: * Experience working with diverse and underrepresented populations. * Experience pursuing innovative and engaging teaching strategies working with faculty from other disciplines.
This is a Regular Faculty position, eligible for continuing appointment after two, three-year renewable contracts. All application materials must be submitted by January 17, 2012 for further consideration.
Evergreen HR post: http://www.evergreen.edu/facultyhiring/jobs/britishliterature12.htm
Ad at the Chronicle
Deadline: Jan. 17
Acknowledgment received:1/21
Request for additional materials:
Rejection (no interview):
Phone interview scheduled:
Rejection (after phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
Also posted at Anglophone 2012
Hasn't this job run for like 3 years straight?
Has anyone heard anything? (2/29) Not I. Anybody? (3/15) Not a peep (4/2)",http://www.evergreen.edu/facultyhiring/jobs/britishliterature12.htm | http://chronicle.com/jobs/0000708153-01/,British: C17-C18,130
Florida Gulf Coast University (1688-1837) - CAMPUS INTERVIEW SCHEDULED,2012,,Unknown,Restoration/18th-Century,Wiki,"From HigherEdJobs.com 8/25/11
Ability and/or interest in teaching period from the Glorious Revolution (1688) through to the coronation of Queen Victoria (1837), including the Enlightenment, the rise of the Novel, and Romanticism.
Deadline: Dec. 5
Acknowledgment received:
Request for additional materials:
Rejection (no interview):
MLA or Phone interview scheduled: [From Romanticism, Victorian/19th 2012: ""12/21 (phone)"" (x2)] for 18c x1
Rejection (after MLA or phone interview):
Campus interview scheduled: x2, mid-February (01/18)
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES: Seach committee head says no decision coming until early April (03/13).
Cross-posted at Romanticism, Victorian/19th 2012",,British: C17-C18,130
High Point University (NC) - OFFER ACCEPTED,2012,,Unknown,Restoration/18th-Century,Wiki,"The English Department at High Point University invites applications for a tenure‑track assistant professor position in 18th‑century British Literature, to begin Fall 2012, pending final budgetary approval. Requirements: PhD in English, British Literature, or related field with strong background and scholarship in 18th‑century British Literature; demonstrated potential for creative productivity and evidence of scholarly productivity and professional engagement; commitment to the university’s liberal arts mission and to undergraduate education. Responsibilities: teach three courses per semester in British literature, composition, and first‑year seminars; perform departmental duties which may include curriculum development and serving on both departmental and university‑wide committees; advise students; engage in scholarly research and publication; and other duties as assigned by the department chair.  
Please email a letter of application and current vita to Dr. Cara Kozma at litjobs@highpoint.edu. Review of applications will begin immediately and continue until the position is filled. 
From MLA JIL 10/7/11
Deadline: Open Until Filled
Acknowledgment received: 10/11, 10/21, 10/25, 11/7
Request for additional materials: 11/22 [x2]
Rejection (no interview): 12/1
Interview scheduled: 11/22 (Skype x 2)
Rejection (after interview):
Campus interview scheduled: 1/16 (x 1)
Rejection (after campus interview):
Offer made:
Offer accepted: [posted March 18]
NOTES:",,British: C17-C18,130
University of Alabama in Huntsville - long 18th c. - CAMPUS INTERVIEWS SCHEDULED,2012,,Unknown,Restoration/18th-Century,Wiki,"Position in Eighteenth‑Century Literature . The University of Alabama in Huntsville invites applications for a tenure‑earning position in British Literature of the long eighteenth century. Preferred secondary interests include literature and science, digital humanities, and/or gender studies. A commitment to undergraduate and graduate teaching, evidence of scholarly activity, and a PhD by the time of appointment are expected. Send letter, vita and contact information for three references, including name, address, phone number and email address, by October 17, 2011, to Dr. Daniel Schenker, Chair, Dept. of English, Univ. of Alabama in Huntsville, Huntsville, AL 35899. The University of Alabama in Huntsville is an equal opportunity, affirmative action employer.
Deadline: Oct. 17
Acknowledgment received:
Request for additional materials: 10/10 (x2); 10/17 [dossier, writing sample, transcripts](x3); 10/18 x3; 10/24; 10/24
Rejection (no interview):
MLA or phone interview scheduled: 11/28 [MLA] (x6)
Rejection (after MLA or phone interview):
Campus interview scheduled: 1/11
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:",,British: C17-C18,130
"University of Wisconsin, Madison- CAMPUS VISITS SCHEDULED",2012,mailto:employment@english.wisc.edu,Unknown,Restoration/18th-Century,Wiki,"From CHE 8/10/11
The Department of English at the University of Wisconsin-Madison seeks to appoint an assistant professor of British Restoration and eighteenth-century literature and culture for a position to begin August 2012. The position carries a 2/2 course load. To apply, please e-mail a CV, a letter of application describing research and teaching strengths, a dissertation abstract, a teaching portfolio, and a recommendation dossier to Professor Theresa Kelley, Chair, Department of English at employment@english.wisc.edu. Pdf files are preferred. Materials that cannot be sent electronically may be mailed to Professor Theresa Kelley, Chair, Department of English, University of Wisconsin-Madison, 600 N. Park St., Madison, WI 53706, Attn: Eighteenth-Century Search.
Deadline: Nov. 1
Acknowledgment received: 10/31
Request for additional materials: 11/10 [writing sample] (x6)
Rejection (no interview):
MLA or Phone interview scheduled: MLA interview scheduled by email, 12/9 (x3)
Rejection (after MLA or phone interview):
Campus interview scheduled: 1/14
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:",mailto:employment@english.wisc.edu,British: C17-C18,130
West Virginia University - 3 positions in pre-1800 British Lit. - ONE OFFER ACCEPTED,2012,http://english.wvu.edu/jobs,Unknown,Restoration/18th-Century,Wiki,"The Department of English at West Virginia University invites applications for three positions in pre-1800 British literature: (1) Shakespeare, (2) History of the Book, and (3) Poetry and Poetics. Applicants must have a PhD by August, 2012, clear evidence of success in research, and demonstrated teaching excellence. Especially encouraged to apply are candidates capable of developing or enhancing our commitment to international, interdisciplinary, and/or multicultural studies. Teaching responsibilities (a 2/2 load) will range from undergraduate British literature survey courses to Graduate courses and seminars in your areas of specialization.
West Virginia University is a Research-High Activity University located in Morgantown, WV (approximately 70 miles south of Pittsburgh, PA). WVU is an Affirmative Action, Equal Opportunity employer.
The position begins August 16, 2012. Screening will begin November 1, continuing until the position is filled. Interviews will be conducted at the MLA convention in Seattle.
Submit your letter of application and CV to: Search Committee/British Literature, Department of English, West Virginia University, Box 6296, Morgantown, WV 26506-6296.
Direct further inquiries to John Ernest.
Deadline: Nov. 1
Acknowledgment received: 10/18
Request for additional materials: 11/10 [Poetics; writing sample and dossier]; 11/17 [poetics]
Rejection (no interview): 12/28 (by e-mail, after having add'l materials requested in November), 12/29
MLA interview scheduled: [From Renaissance 2012: ""12/22 (email) x2""]
Rejection (after MLA interview):
Campus interview scheduled: [From Medieval 2012: ""1/13""]
Rejection (after campus interview):
Offer made:
Offer accepted: [From Renaissance page: ""2/20 History of the Book""]
NOTES:
9/1: Where was this job posted?
A: I don't believe it has been posted in the usual places yet, but just yesterday, saw it circulated on email lists. I imagine it will be posted in the JIL when that goes up later in Sept.
Update (9/14/11): Position annoucement now posted at WVU site: http://english.wvu.edu/jobs
Also posted at Medieval 2012 British Open 2012 and Renaissance 2012",http://english.wvu.edu/jobs,British: C17-C18,130
Willamette University - long 18th c. -- OFFER ACCEPTED (?),2012,http://jobs.willamette.edu/postings/126 | http://www.willamette.edu/cla/english/index.html,Unknown,Restoration/18th-Century,Wiki,"Assistant professor, long 18th Century literature. 
The Willamette University English Department invites applications for an assistant professor, tenure‑track, specializing in the long 18th century. Ideal candidates will have the Ph.D. and publications in their field, and will be prepared to teach both the rise of the novel and British Romanticism, as well as other department literature and writing courses.  A typical teaching load would include two sections per year of a general education course taught in the specialty (e.g., ENGL 117W) or in the department’s foundations program (ENGL 201 and 202W), two sections per year of 300 and 400 level courses for the major, and either a writing course (ENGL 135W, 137W, or 242W) or a first‑year seminar (IDS 101).  
Applications should include a letter, CV, graduate transcript (informal), contact information for three references, and a short essay (1000 words maximum) on your approaches to teaching and your expected contributions to a department that is committed to diversity and inclusivity. Apply online at http://jobs.willamette.edu/postings/126 . Review begins 7 November 2011. We will interview at the MLA in Seattle, January 2012.
From MLA JIL 9/15
Deadline: Nov. 7
Acknowledgment received: 10/17, 11/4
Request for additional materials: 12/1 [x5] -- Writing Sample and 3 Letters of Recommendation
Rejection (no interview):
MLA interview scheduled: 12/16 [x3]
Rejection (after MLA interview):
Campus interview scheduled: Anyone?? Not here; I'm assuming that's bad news (1/30) (x2)
So they're not going to let us know at all that campus visits were already scheduled? Not even a quick email? (2/3)
Rejection (after campus interview):
Offer made:
Offer accepted: ??? from http://www.willamette.edu/cla/english/index.html: ""New to Willamette! Dr. Stephanie DeGooyer (18th century literature specialist) ... to join English Department faculty in Fall 2012.""
NOTES:
For those who received requests, can you specify what materials were requested?
Has anyone heard back yet after submitting additional materials? Not yet. 12/10; Me either 12/14 (x2). 12/15 (x2)
Has anyone received the courtesy of a rejection? 6/5",http://jobs.willamette.edu/postings/126 | http://www.willamette.edu/cla/english/index.html,British: C17-C18,130
DISCUSSION,2013,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,Unknown,Restoration/18th-Century,Wiki,"Would someone maybe move the post-MLA-deadline jobs to the top? It would be easier to see that way and I'm guessing that by now most people who are coming back here are looking to see if there are any late breaking jobs, since most of the jobs have scheduled campus visits. I would do it myself but am intimidated by making large structural changes.  
Section moved, per request [2/15]
Sorry guys. I wasn't sure how to edit this onto the page, but there's a job at Calgary looking for a 'digital humanist' with an 18th or 19th century specialization. Application due Nov. 15th. If anyone wants to add it to the page, I'm sure others in here will appreciate it. I don't have the PDF for the ad, but it seems to have made it onto the digital humanities page, so you can copy the ad from there. Obviously, I'm not a digital humanist otherwise I'd know how to do it myself. 
Thanks for mentioning this. Link to position has been added above. (11/3/13)
Nov 10, 2013: Is there a reason that the RSS updates are not showing up on the actual page itself? I'm still about 2-3 days behind. I can see changes made on recent updates, but when I search the regular Restoration 18th C wiki, it's largely not updated to match. Glitch of some sort?
Usually, there is a bit of a lag with the RSS updates available at the top of the page (probably a slight glitch with Wikia, yes). If you use a third-party RSS reader to receive the page feed, however, there shouldn't be much of a lag. For what it's worth, the feed at the top of the page seems to be fully updated right now [11/11/13].
Retrieved from ""https://academicjobs.wikia.org/wiki/Restoration/18th-Century_2014?oldid=369311""
Categories:
AcademicJobSearch
Add category
Cancel
Save
		Community content is available under CC-BY-SA unless otherwise noted.	

Fan Feed		


						Explore Wikis					
Universal Conquest Wiki
Let's Go Luna! Wiki


FandomShop
Newsletter
Join Fan Lab
 
 
 
Terms of Use
Privacy Policy
Do Not Sell My Info
Support
Help",https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,British: C17-C18,130
University of Bristol (UK) — Lectureship in English (Long Eighteenth Century 1700-1830) - ADDITIONAL MATERIALS REQUESTED,2014,http://www.jobs.ac.uk/job/AKG370/lectureship-in-english-long-eighteenth-century-1700-1830/,Unknown,Restoration/18th-Century,Wiki,"The University of Bristol invites applications to a full-time permanent Lectureship (Lecturer B) in English (Long Eighteenth Century, 1700-1830). The post is designed to foster research and teaching across conventional period boundaries. Candidates who can demonstrate excellence in research in any area of the subject are eligible to apply.
The successful candidates will join a Department with a long-standing reputation for the quality of its teaching and its research, and become part of a dynamic community of scholars in the School of Humanities and the Faculty of Arts.
For further information about the department, see www.bris.ac.uk/english .
Grade: Lecturer B, Pathway 1, Grade J
Salary: Starting salary £35,256 to £39,685
To Apply: http://www.jobs.ac.uk/job/AKG370/lectureship-in-english-long-eighteenth-century-1700-1830/
Contact for informal enquiries:
Professor Ad Putter a.putter@bristol.ac.uk
Ms R Jacks r.jacks@bristol.ac.uk Tel. +44 (0)117 331 7982
Please note that the University will be closed for Christmas from 24 December to 4 January so you may not get a response to your email until 5 January.
Timescale of appointment:
Long-listed candidates will be notified on or about Friday 6th February 2015. They will be required to submit a sample of their work (in English, not more than 8,000 words) by Wednesday 11th February 2015.
Short-listed candidates will be notified on or about Friday 20th February 2015 and invited to interview.
Interview date: Week of 16 March 2015
Anticipated start date: September 2015
Deadline: 19. Jan. 2015
Acknowledgment received:
Request for additional materials: x1 (2/5)
Rejection (no interview): 2/9
Preliminary interview scheduled (please specify: MLA, phone, Skype, etc.):
Rejection (after preliminary interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:",http://www.jobs.ac.uk/job/AKG370/lectureship-in-english-long-eighteenth-century-1700-1830/,British: C17-C18,130
Saint Louis University-Madrid (SPAIN) - Full-Time Faculty Position in pre-1800 English Literature,2018,https://apply.interfolio.com/54594,Unknown,Restoration/18th-Century,Wiki,"Saint Louis University, a Catholic, Jesuit institution dedicated to student learning, research, health care, and service, invites applications for a twelve-month full-time position in its Madrid Campus English Department (Spain). We seek candidates in pre-1800 English literature, especially those who demonstrate additional expertise in Transnational Studies, Mediterranean studies, or Creative Writing. The position, to begin September 1, 2019, is for 12 months, renewable and continuing by mutual agreement.
The teaching responsibility is 6 courses (18 credits) per year and includes all levels of literature and first-year writing. Candidates should have a strong commitment to undergraduate teaching, a productive research agenda, and willingness to engage in advising and service to develop our small, dynamic Department and Campus programs, including the B.A. in English.
Candidates must hold a Ph.D. in pre-1800 English literature by August 15, 2019, have published in the field of the position, and demonstrate teaching and research excellence. Teaching experience in both literature and first-year writing, experience with diverse student populations, and knowledge of Spanish are helpful.
To apply, please submit a cover letter, CV, and three letters of recommendation by November 1, 2018 to Dr. Anne Dewey, anne.dewey@slu.edu. Complete applications will be acknowledged promptly. Selected applicants will be asked to provide a teaching portfolio (teaching philosophy, sample literature and first-year writing syllabi, representative summary of teaching evaluations) and 20-page writing sample by November 20. Finalists will be interviewed by Skype starting in January.
Established in 1967, the Madrid Campus of Saint Louis University educates a student body of approximately 850 students from over 65 countries. SLU-Madrid offers 14 fully accredited American undergraduate and 2 fully accredited graduate degrees that can be completed in Spain or combined with studies at the St. Louis campus.
Saint Louis University is an Affirmative Action/Equal Opportunity Employer (AA/EOE); it encourages applications from women and minorities.
Apply at: https://apply.interfolio.com/54594
MLA JIL 09/10/18
Deadline: Nov. 1
Acknowledgment received:
Request for additional materials:
Rejection (no interview):
Preliminary interview scheduled (please specify: MLA, phone, Skype, etc.):
Rejection (after preliminary interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
Also posted at Medieval 2019, Renaissance 2019 and British Open 2019",https://apply.interfolio.com/54594,British: C17-C18,130
Duke University,2011,http://academicjobsonline.org/ajo/jobs/426,Unknown,Modern British,Wiki,"LINK
""The Duke University English Department is searching for an assistant professor (tenure track) with expertise in the contemporary British/Anglophone literatures of the late twentieth and twenty-first centuries. We particularly welcome candidates with research and teaching interests in the parallel fields of world literature, global modernism, and contemporary media and science studies.""
Deadline: The deadline for applications is October 22, 2010
Acknowledgment received:
Request for Additional Materials: 11/22, via email (x3).
Rejection Letter:
Phone/MLA interview scheduled: 12/9 MLA (x3)
Campus interview scheduled:
Offer made:
Offer accepted:
NOTES AND QUERIES:
Cross-posted at Anglophone 2011
11/22: c'mon Duke! We're dying to know! But we guess you've got an awful lot of applications...",http://academicjobsonline.org/ajo/jobs/426,British: Modern/Contemp.,110
Flagler College (FL),2011,,Unknown,Modern British,Wiki,"From MLA JIL (11/19):
The Department of English at Flagler College invites applications for a full-time position at the rank of assistant professor to begin August 2011 with a specialization in modern British Literature and a secondary interest in Post-Colonial Literature. The teaching load is four classes per semester divided between general education courses and upper-level major courses. Other responsibilities include committee service and student advising.
Requirements include a completed Ph.D. or a documented completion date for ABDs, a demonstrated commitment to undergraduate teaching, and evidence of scholarly production with the promise of continued professional development. Salary and benefits are commensurate with experience. Minority candidates are encouraged to apply. Flagler is a private independent college with an enrollment of approximately 2,500 students. The College is located in historic St. Augustine, FL, 35 miles south of Jacksonville and 55 miles north of Daytona Beach.
Applicants should send a letter of application, curriculum vitae, brief statement of teaching philosophy, unofficial transcripts, and three letters of recommendation with contact information to Dr. Alan Woolfolk, Dean of Academic Affairs, Flagler College, 74 King Street, St. Augustine, FL 32084. Application review will begin on December 8. Initial interviews will be conducted at the 2011 MLA Conference in Los Angeles.
Deadline: Dec. 8
Acknowledgment received: 12/13 x2 (mail)
Request for Additional Materials:
Rejection Letter: 3/22
Phone/MLA interview scheduled: 12/24 (phone) X2
Any news post-MLA?
My non news is that I had an MLA interview and have heard absolutely nothing since. I'm assuming a rejection, but it's weird there's no info on here either. It's like it never happened.
Campus interview scheduled:
Offer made:
Offer accepted: yes, per rejection letter 3/22
NOTES AND QUERIES:
12/21: Has anyone heard anything? I'm asking b/c Flagler also posted a job in African-American, and people posted interviews there a few days ago.
A: (12/22) Nope, haven't heard a thing. Maybe they're doing one position at a time?",,British: Modern/Contemp.,110
"Grant MacEwan University (Alberta, Canada)",2011,http://www.macewan.ca/web/services/hr/jobs/detailspage.cfm?id=12358&MenuOption=0&Line=16,Unknown,Modern British,Wiki,"Link
Subfield/description: ""The Department of English at Grant MacEwan University invites applicants for a continuing position in drama. Applicants must have a specialization in the scholarly study and textual analysis of British or American drama, excluding Shakespeare and the Renaissance. Preference will be given to specializations in twentieth century British or American drama.""
Deadline: December 1, 2010
Acknowledgment received:
Request for Additional Materials:
Rejection Letter:
Phone/MLA interview scheduled:
Campus interview scheduled:
Offer made:
Offer accepted:
NOTES AND QUERIES:
Cross-posted at Drama, Speech, Film & New Media 2011, Generalist 2011, and 20-21 c. American 2011",http://www.macewan.ca/web/services/hr/jobs/detailspage.cfm?id=12358&MenuOption=0&Line=16,British: Modern/Contemp.,110
Indiana Wesleyan University (IWU),2011,https://www.cytiva.com/indwes/ext/detail.asp?jobid=indwes81046,Unknown,Modern British,Wiki,"LINK
""faculty member with specialization in World or Multicultural Literature, 20th and 21st century British literature, and/or postcolonial literature.""
Deadline: ? (posted on HigherEdJobs.com on 9/11/10)
Acknowledgment received:
Request for Additional Materials:
Rejection Letter:
Phone/MLA interview scheduled:
Campus interview scheduled:
Offer made:
Offer accepted:
NOTES AND QUERIES:
Cross-posted at Anglophone 2011
""Founded in 1920, Indiana Wesleyan University (IWU) is an evangelical Christian comprehensive university of The Wesleyan Church. . . is recognized as a certified “Best Christian Workplace”.""",https://www.cytiva.com/indwes/ext/detail.asp?jobid=indwes81046,British: Modern/Contemp.,110
Northwestern University,2011,,Unknown,Modern British,Wiki,"From MLA JIL: ASSISTANT PROFESSOR IN 20TH AND 21ST CENTURY TRANSNATIONAL LITERATURE AND CULTURE
""The English Department seeks outstanding junior candidates for a tenure–track position in transnational, comparative ethnic, and cross-cultural approaches to 20th and 21st century literature and culture. We welcome applicants with expertise in any genre or critical methodology and are particularly interested in scholars who work with non-U.S. texts and traditions. The ability to teach post-war British literature is a plus, although not required.""
Deadline: November 8
Acknowledgment received: November 3 by e-mail; 11/11 by email
Request for additional materials:
Rejection (no interview): Very gracious letter of rejection received (via email) 12/15 (x3)
Really quite happy that they sent word now rather than waiting until Spring to send out a rejection post card.
MLA or phone interview scheduled: According to Anglophone page: ""MLA by phone Dec. 13""
Rejection (after MLA or phone interview): 12/15 by email
Campus interview scheduled:
Rejection (after campus interview):
Offer made: from Anglophone page: ""3/5/2011 (x2)""
Offer accepted:
NOTES:
Cross-posted at Comparative 2011 & Anglophone 2011",,British: Modern/Contemp.,110
"Oxford University, New College (UK)",2011,http://www.new.ox.ac.uk/ | mailto:rowenna.james@new.ox.ac.uk,Unknown,Modern British,Wiki,"From MLA JIL:
New College and the Faculty of English Language and Literature propose to appoint a Tutorial Fellow and CUF Lecturer in Modern English Literature (1832-present), with a research interest 1900-present. This full-time post is available from 1 October 2011 (or as soon as possible thereafter).
The main duties of the post will be to deliver tutorial teaching at undergraduate level for the College (8 hours per week in term); to deliver 16 lectures or classes per year for the Faculty’s undergraduate and Masters courses, to supervise graduate students, to engage in research and to contribute to the examining and admissions processes as necessary.
The successful candidate will hold a doctorate in English literature, and will have a strong record of research at an international level, or the potential to develop one. The ability to deliver effective tutorial and class teaching to high-achieving undergraduates is essential.
The duties and skills required are described in more detail in the further particulars, which also contain details on how to apply. These are available from our website at http://www.new.ox.ac.uk or from the Deputy Academic Administrator, New College, Holywell St, Oxford OX1 3BN (email: rowenna.james@new.ox.ac.uk, tel: 01865 279596).
Deadline: The closing date for applications is Monday 8th November 2010.
Acknowledgment received:
Request for additional materials:
Rejection (no interview): 12/3, postmarked 11/29. Nicest rejection letter I've read: straight to the point, but also nicely colloquial rather than overly formal or maudlin.
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
The Further Particulars did say that long-shortlisted candidates would be asked to send in writing samples by 7 December, so they've certainly made their preliminary decisions by now, but I've yet to receive their reportedly kind and balanced rejection letter. Anyone else waiting to hear from New College? (x2, but I presume the letter just hasn't arrived yet. Lectureships at Oxford are not usually entry-level posts, so I was being optimistic in applying).
Right now the British system is so overloaded with strong candidates that you practically have to have a book contract just to get near the long list.
Unlike the uncrowded American system which abounds in jobs for which a book contract isn't at all necessary.",http://www.new.ox.ac.uk/ | mailto:rowenna.james@new.ox.ac.uk,British: Modern/Contemp.,110
UCLA,2011,,Unknown,Modern British,Wiki,"From MLA JIL:
""The Department of English at UCLA invites applications for the position of advance assistant/beginning associate professor in literature of Great Britain/Ireland since 1900. Candidates should demonstrate engagement with the changing dynamics of the field which is now characterized by interdisciplinary approaches and new configurations of interests, including (though not limited to) feminist/gender studies, visual and media studies, literature and science, poetics, narrative theory, and other innovative frameworks. Candidates should submit a letter of application, curriculum vitae, 20-page writing sample, and dossier including three (3) letters of recommendation to: Ali Behdad, Chair, UCLA Department of English, 149 Humanities Bldg., Los Angeles, CA 90095-1530. Application dossiers are due by November 15, 2010; interviews will be held at the MLA Convention in Los Angeles in January.""
Acknowledgment received: 10/27, 11/16 (e-mail), 11/18 (email)
Request for Additional Materials:
Rejection Letter:
MLA interview scheduled: 12/16 MLA (phone call)
Campus interview scheduled: 1/21
Offer made:
heard through grapevine, an offer was made and declined. Not clear if second offer is forthcoming?
Offer accepted: 2nd offer accepted
NOTES AND QUERIES:
Cross-posted at Irish 2011
Are people reading ""advance[d] assistant"" as meaning someone already in a t/t job?
Yes, that would seem to be a logical reading of the ad language, esp. since the other option is ""beginning associate"" which means someone with tenure already. I'm sure many less advanced people will apply anyway though . . .
Generally, ""advanced assistant"" means someone who could come in on an accelerated tenure clock, e.g., go up in three years rather than the normal six. This means that they probably want someone with at least 3-5 articles and, ideally, a book in press (at least this has been my experience). It's UCLA, so they're going to be looking for a sure-thing future superstar.",,British: Modern/Contemp.,110
University of Oregon,2011,http://academicjobsonline.org/ajo/jobs/388 | http://pages.uoregon.edu/engl/,Unknown,Modern British,Wiki,"The Department of English at the University of Oregon invites advanced scholars of Modernism to apply for the Robert D. and Eve E. Horn Endowed Chair in English. We are seeking candidates of any rank with an outstanding record of research and college-level teaching to join a diverse and active department with strengths in traditional British, American, and Anglophone literary studies, as well as in environmental literary studies, queer and gender studies, folklore, and film and emerging media. We are especially interested in scholars whose research and teaching will contribute to the department’s strong commitment to the study of questions of race, ethnicity, nationhood, empire, gender, and sexuality. Minimum Requirements: Ph.D. in English or related field in hand by time of appointment and college level teaching experience. . . . Interviews will not be conducted at the MLA convention; finalists will be invited to the University of Oregon campus in Eugene.
LINK
Deadline: Review of materials will begin on November 15, 2010 and will continue until the position is filled.
Acknowledgment received:
Request for Additional Materials:
- they asked my references for letters in December
Rejection Letter:
- Received via postal mail in late January
Campus interview scheduled:
Offer made:
Offer accepted: yes - they hired a specialist in American modernism from Britain.
NOTES AND QUERIES:
Would a recent PhD be considered for this job, considering that it's an ""endowed chair""? It says an ""advanced scholar"" but the minimum requirement is only a PhD.
Same question, but it can't hurt to apply and then you'll find out I guess.
I read this again and I think there may be an oversight, ""an advanced scholar"" would not be compatible with someone who is ABD. I don't think they'd really consider someone ABD.
This search is looking for someone in the Associate or Full rank.
Thanks so much for this info. Could you tell us how you know, and what led them to let go of the idea of looking at more junior candidates?
My source is confidential but the ad says ""advanced scholars"" and it's an endowed chair. They want a track record of scholarly accomplishment. Though it does also say ""any rank"" so the ad is confusing.",http://academicjobsonline.org/ajo/jobs/388 | http://pages.uoregon.edu/engl/,British: Modern/Contemp.,110
